cycle,timestamp,counts,speeds,probs,selected,duration,confidence
406,14:43:28,"[19, 36, 97, 77]","[29.7, 39.4, 16.0, 35.9]","{'N': np.float64(0.12109002301322806), 'S': np.float64(0.15641274296742344), 'E': np.float64(0.9343501691691629), 'W': np.float64(0.9372315208036617)}",W,45.0,0.94
407,14:43:28,"[79, 69, 82, 101]","[11.3, 9.9, 37.0, 3.7]","{'N': np.float64(0.9231134550474415), 'S': np.float64(0.9353883849764068), 'E': np.float64(0.9197713582608745), 'W': np.float64(0.9322825094649138)}",S,45.0,0.94
408,14:43:28,"[31, 31, 35, 111]","[42.4, 2.8, 26.5, 13.8]","{'N': np.float64(0.14264454130409426), 'S': np.float64(0.8869246781512061), 'E': np.float64(0.19508885585272642), 'W': np.float64(0.9349925815898776)}",W,45.0,0.93
409,14:43:28,"[34, 35, 19, 36]","[38.0, 17.0, 31.3, 36.2]","{'N': np.float64(0.16504491886728767), 'S': np.float64(0.8699852865000086), 'E': np.float64(0.14664050255669445), 'W': np.float64(0.783257614810179)}",S,45.0,0.87
410,14:43:28,"[27, 60, 100, 13]","[10.4, 24.3, 5.9, 14.3]","{'N': np.float64(0.823297970586129), 'S': np.float64(0.9173347872764945), 'E': np.float64(0.9293109512579855), 'W': np.float64(0.819213377253224)}",E,45.0,0.93
411,14:43:28,"[34, 17, 22, 63]","[15.4, 22.3, 27.1, 45.8]","{'N': np.float64(0.7988151662838809), 'S': np.float64(0.3945905732837478), 'E': np.float64(0.16352812955947796), 'W': np.float64(0.9275074292215241)}",W,45.0,0.93
412,14:43:28,"[100, 20, 17, 37]","[10.0, 24.3, 16.0, 17.3]","{'N': np.float64(0.9310085465019591), 'S': np.float64(0.3016651123418338), 'E': np.float64(0.8491480089634554), 'W': np.float64(0.7932833937351508)}",N,45.0,0.93
413,14:43:28,"[67, 33, 110, 112]","[11.8, 19.0, 5.1, 47.7]","{'N': np.float64(0.9395867391189076), 'S': np.float64(0.7187169437564717), 'E': np.float64(0.9415833188355681), 'W': np.float64(0.9275212964025354)}",E,45.0,0.94
414,14:43:28,"[67, 33, 86, 43]","[4.9, 22.4, 19.4, 30.0]","{'N': np.float64(0.9411873287045982), 'S': np.float64(0.39640589901083073), 'E': np.float64(0.9337115098702882), 'W': np.float64(0.9088540296672619)}",N,45.0,0.94
415,14:43:28,"[26, 109, 30, 71]","[2.2, 34.2, 10.1, 49.6]","{'N': np.float64(0.915007739853545), 'S': np.float64(0.9005298735204724), 'E': np.float64(0.8562916023068758), 'W': np.float64(0.9019819309065159)}",N,45.0,0.92
416,14:43:28,"[112, 114, 74, 10]","[30.4, 4.0, 49.8, 25.8]","{'N': np.float64(0.9015514198543946), 'S': np.float64(0.8950514221034361), 'E': np.float64(0.9056018409158331), 'W': np.float64(0.3005330937511117)}",E,45.0,0.91
417,14:43:28,"[96, 77, 46, 92]","[21.3, 27.0, 42.1, 34.3]","{'N': np.float64(0.9373632957573546), 'S': np.float64(0.9201579908528602), 'E': np.float64(0.9279241760302096), 'W': np.float64(0.9291073959877375)}",N,45.0,0.94
418,14:43:29,"[53, 20, 42, 52]","[35.1, 13.3, 38.6, 42.8]","{'N': np.float64(0.9149635100946008), 'S': np.float64(0.8659651587822077), 'E': np.float64(0.9218523822750795), 'W': np.float64(0.9157566325583667)}",E,45.0,0.92
419,14:43:29,"[80, 113, 6, 48]","[23.8, 14.1, 15.3, 46.4]","{'N': np.float64(0.9265055242245334), 'S': np.float64(0.9430990606611573), 'E': np.float64(0.8048429829207661), 'W': np.float64(0.9215245679970104)}",S,45.0,0.94
420,14:43:29,"[46, 6, 41, 86]","[49.9, 6.7, 11.6, 4.1]","{'N': np.float64(0.8608803914275895), 'S': np.float64(0.8519797253114417), 'E': np.float64(0.8921959843861913), 'W': np.float64(0.9031733069799389)}",W,45.0,0.9
421,14:43:29,"[106, 92, 83, 102]","[9.6, 8.6, 22.2, 14.2]","{'N': np.float64(0.9444334063002867), 'S': np.float64(0.9387921004874835), 'E': np.float64(0.9346181392342499), 'W': np.float64(0.9415109560825954)}",N,45.0,0.94
422,14:43:29,"[23, 119, 108, 108]","[34.2, 14.1, 8.1, 28.9]","{'N': np.float64(0.19663730784867273), 'S': np.float64(0.9125237692031718), 'E': np.float64(0.9133807818123292), 'W': np.float64(0.912258175877912)}",E,45.0,0.91
423,14:43:29,"[47, 67, 81, 5]","[18.2, 41.6, 15.6, 13.0]","{'N': np.float64(0.9252428157229222), 'S': np.float64(0.9324449417786835), 'E': np.float64(0.9292624639148396), 'W': np.float64(0.8624427742986789)}",S,45.0,0.93
424,14:43:29,"[98, 28, 38, 119]","[19.1, 15.9, 18.1, 2.1]","{'N': np.float64(0.9312690050480102), 'S': np.float64(0.8097434792327696), 'E': np.float64(0.715551073489465), 'W': np.float64(0.9204806307614323)}",N,45.0,0.93
425,14:43:29,"[115, 65, 64, 31]","[35.7, 47.4, 45.9, 4.0]","{'N': np.float64(0.9153625753200172), 'S': np.float64(0.9040136467722959), 'E': np.float64(0.92818862790358), 'W': np.float64(0.8803333795183726)}",E,45.0,0.93
426,14:43:29,"[87, 44, 79, 54]","[43.8, 9.7, 30.8, 34.2]","{'N': np.float64(0.9315103291993112), 'S': np.float64(0.9354819712618208), 'E': np.float64(0.9088789192383894), 'W': np.float64(0.9188117603183547)}",S,45.0,0.94
427,14:43:29,"[32, 52, 99, 44]","[20.4, 7.3, 11.0, 32.7]","{'N': np.float64(0.5173316158782281), 'S': np.float64(0.9377790570641148), 'E': np.float64(0.9337623051888242), 'W': np.float64(0.9208064847620395)}",S,45.0,0.94
428,14:43:29,"[5, 20, 42, 51]","[29.7, 16.1, 17.1, 39.0]","{'N': np.float64(0.14254717472899683), 'S': np.float64(0.8321726463318738), 'E': np.float64(0.8580449307058524), 'W': np.float64(0.9216260175775062)}",W,45.0,0.92
429,14:43:29,"[109, 49, 97, 64]","[10.9, 34.8, 40.8, 3.3]","{'N': np.float64(0.9159108553312802), 'S': np.float64(0.9121884825748894), 'E': np.float64(0.928104353553816), 'W': np.float64(0.935525451130909)}",W,45.0,0.94
430,14:43:29,"[9, 91, 18, 22]","[18.3, 47.5, 27.8, 12.7]","{'N': np.float64(0.8182714292985288), 'S': np.float64(0.9285686912355813), 'E': np.float64(0.1328710093729286), 'W': np.float64(0.8591642546725893)}",S,45.0,0.93
431,14:43:30,"[106, 61, 74, 17]","[42.2, 34.9, 43.2, 10.5]","{'N': np.float64(0.9296333414320641), 'S': np.float64(0.9322607568520035), 'E': np.float64(0.9285656335780413), 'W': np.float64(0.881461744413622)}",S,45.0,0.93
432,14:43:30,"[24, 92, 38, 29]","[15.8, 35.2, 38.5, 24.2]","{'N': np.float64(0.7995370261072159), 'S': np.float64(0.9245372037657579), 'E': np.float64(0.11998967116033855), 'W': np.float64(0.26755306056636013)}",S,45.0,0.92
433,14:43:30,"[63, 16, 70, 63]","[16.7, 11.9, 34.8, 24.7]","{'N': np.float64(0.9323206119417979), 'S': np.float64(0.8500918876162855), 'E': np.float64(0.9009129308940615), 'W': np.float64(0.925147902464285)}",N,45.0,0.93
434,14:43:30,"[78, 58, 14, 85]","[39.6, 30.8, 11.9, 45.4]","{'N': np.float64(0.9300867627274162), 'S': np.float64(0.9327080170510874), 'E': np.float64(0.8550962721207608), 'W': np.float64(0.9147182686901505)}",S,45.0,0.93
435,14:43:30,"[7, 22, 56, 22]","[20.2, 22.0, 41.9, 15.5]","{'N': np.float64(0.5650488908721453), 'S': np.float64(0.4170970854537344), 'E': np.float64(0.9060419150881031), 'W': np.float64(0.7782691417826676)}",E,45.0,0.91
436,14:43:30,"[34, 34, 35, 14]","[34.1, 6.1, 10.6, 29.3]","{'N': np.float64(0.13163816943259352), 'S': np.float64(0.8897275811865262), 'E': np.float64(0.839994215754568), 'W': np.float64(0.16096917832274588)}",S,45.0,0.89
437,14:43:30,"[32, 82, 27, 25]","[19.4, 26.8, 5.3, 21.0]","{'N': np.float64(0.5951102766770527), 'S': np.float64(0.9214415868675054), 'E': np.float64(0.8885022008908477), 'W': np.float64(0.46746263208692745)}",S,45.0,0.92
438,14:43:30,"[7, 55, 104, 51]","[15.7, 7.8, 4.5, 2.8]","{'N': np.float64(0.74579978026192), 'S': np.float64(0.9253263559291552), 'E': np.float64(0.9281049138586213), 'W': np.float64(0.9332178211573333)}",W,45.0,0.93
439,14:43:30,"[34, 16, 108, 86]","[22.6, 44.6, 8.5, 34.0]","{'N': np.float64(0.35359913056666087), 'S': np.float64(0.13745784596531205), 'E': np.float64(0.9414491294954314), 'W': np.float64(0.9163729894352355)}",E,45.0,0.94
440,14:43:30,"[27, 31, 19, 113]","[5.3, 33.6, 10.8, 46.6]","{'N': np.float64(0.8365884759980943), 'S': np.float64(0.10487546131145642), 'E': np.float64(0.8623677066540002), 'W': np.float64(0.9113291192828318)}",W,45.0,0.91
441,14:43:30,"[104, 37, 107, 39]","[45.0, 44.3, 20.5, 45.4]","{'N': np.float64(0.9202060256247085), 'S': np.float64(0.1509205702352117), 'E': np.float64(0.9286783621383362), 'W': np.float64(0.11133148214816321)}",E,45.0,0.93
442,14:43:30,"[21, 73, 83, 14]","[43.5, 42.5, 7.5, 44.2]","{'N': np.float64(0.1264503917234147), 'S': np.float64(0.9269410002709121), 'E': np.float64(0.9411686961555163), 'W': np.float64(0.12911380435013112)}",E,45.0,0.94
443,14:43:31,"[85, 25, 25, 47]","[4.8, 24.2, 43.9, 36.0]","{'N': np.float64(0.9344349806167496), 'S': np.float64(0.2601741560783493), 'E': np.float64(0.14920362545101373), 'W': np.float64(0.9078134306981381)}",N,45.0,0.93
444,14:43:31,"[15, 48, 50, 35]","[9.0, 8.3, 4.9, 25.5]","{'N': np.float64(0.886822604301459), 'S': np.float64(0.9365841740952968), 'E': np.float64(0.9414139600429033), 'W': np.float64(0.24208689244670958)}",E,45.0,0.94
445,14:43:31,"[6, 74, 111, 42]","[16.6, 47.4, 45.5, 3.1]","{'N': np.float64(0.8000018872085445), 'S': np.float64(0.9337182368119578), 'E': np.float64(0.926733459199645), 'W': np.float64(0.9409014879627398)}",W,45.0,0.94
446,14:43:31,"[115, 50, 94, 49]","[29.6, 34.3, 22.8, 34.3]","{'N': np.float64(0.9248995358093625), 'S': np.float64(0.9313317926166385), 'E': np.float64(0.927570593192766), 'W': np.float64(0.9091430680943174)}",S,45.0,0.93
447,14:43:31,"[17, 89, 21, 28]","[24.6, 24.2, 35.5, 33.5]","{'N': np.float64(0.31302171897193953), 'S': np.float64(0.9139468775651306), 'E': np.float64(0.11595104579272197), 'W': np.float64(0.12276363932843962)}",S,45.0,0.91
448,14:43:31,"[33, 113, 107, 66]","[25.6, 29.2, 3.9, 37.9]","{'N': np.float64(0.23486180885564484), 'S': np.float64(0.9033152758592974), 'E': np.float64(0.938863322357977), 'W': np.float64(0.9109398777553194)}",E,45.0,0.94
449,14:43:31,"[78, 54, 56, 48]","[3.7, 23.8, 18.1, 21.8]","{'N': np.float64(0.9371178045837172), 'S': np.float64(0.9272979848936429), 'E': np.float64(0.9248869537019226), 'W': np.float64(0.9240104035222568)}",N,45.0,0.94
450,14:43:31,"[86, 63, 67, 103]","[12.9, 46.6, 7.5, 37.7]","{'N': np.float64(0.9418496719946936), 'S': np.float64(0.9359326923551976), 'E': np.float64(0.9450870844985056), 'W': np.float64(0.9249059681764682)}",E,45.0,0.95
451,14:43:31,"[100, 15, 75, 14]","[34.6, 8.0, 8.9, 31.7]","{'N': np.float64(0.897515860200073), 'S': np.float64(0.8810652608919528), 'E': np.float64(0.9285615566625859), 'W': np.float64(0.10399932771395652)}",E,45.0,0.93
452,14:43:31,"[65, 34, 94, 58]","[10.5, 30.6, 2.4, 14.2]","{'N': np.float64(0.939799854455178), 'S': np.float64(0.12093241585449102), 'E': np.float64(0.933858438005747), 'W': np.float64(0.9300497690388955)}",N,45.0,0.94
453,14:43:31,"[7, 38, 79, 22]","[23.2, 14.5, 17.1, 47.0]","{'N': np.float64(0.27870235867893056), 'S': np.float64(0.9027211614789602), 'E': np.float64(0.9334778806246703), 'W': np.float64(0.13943253076815446)}",E,45.0,0.93
454,14:43:31,"[75, 83, 77, 72]","[24.8, 47.3, 49.0, 18.9]","{'N': np.float64(0.9201368064898331), 'S': np.float64(0.923688998500003), 'E': np.float64(0.9219597845839961), 'W': np.float64(0.9429205890083882)}",W,45.0,0.94
455,14:43:32,"[25, 23, 24, 5]","[10.4, 11.2, 39.7, 37.4]","{'N': np.float64(0.8764442283732871), 'S': np.float64(0.8724044613743863), 'E': np.float64(0.12900128773357875), 'W': np.float64(0.11466728182164326)}",N,45.0,0.88
456,14:43:32,"[114, 74, 74, 56]","[27.3, 21.5, 41.2, 24.3]","{'N': np.float64(0.9252590186625647), 'S': np.float64(0.9276851638543469), 'E': np.float64(0.9120902900237693), 'W': np.float64(0.9304521394420214)}",W,45.0,0.93
457,14:43:32,"[28, 46, 85, 26]","[19.7, 37.5, 24.2, 40.1]","{'N': np.float64(0.6156325119600236), 'S': np.float64(0.9169362282065496), 'E': np.float64(0.9296019160956989), 'W': np.float64(0.11118077575889906)}",E,45.0,0.93
458,14:43:32,"[96, 50, 75, 82]","[31.1, 11.7, 15.9, 26.6]","{'N': np.float64(0.9330176738695752), 'S': np.float64(0.9403162689378892), 'E': np.float64(0.9356756021513852), 'W': np.float64(0.9237358268268273)}",S,45.0,0.94
459,14:43:32,"[13, 88, 91, 83]","[28.0, 36.3, 15.8, 7.0]","{'N': np.float64(0.12343562170812838), 'S': np.float64(0.9280554395576985), 'E': np.float64(0.9328788355251144), 'W': np.float64(0.9445946458522496)}",W,45.0,0.94
460,14:43:32,"[6, 33, 63, 51]","[16.7, 3.4, 23.1, 34.0]","{'N': np.float64(0.6945707148794416), 'S': np.float64(0.8597520276623476), 'E': np.float64(0.8986041163233903), 'W': np.float64(0.9070501235049043)}",W,45.0,0.91
461,14:43:32,"[104, 42, 90, 46]","[18.9, 41.8, 13.8, 39.4]","{'N': np.float64(0.928413668791676), 'S': np.float64(0.9354541479965301), 'E': np.float64(0.9393657327189134), 'W': np.float64(0.9215378649778192)}",E,45.0,0.94
462,14:43:32,"[80, 98, 42, 58]","[41.3, 8.1, 3.2, 39.7]","{'N': np.float64(0.9370850100585703), 'S': np.float64(0.9418319467263977), 'E': np.float64(0.9276630892884159), 'W': np.float64(0.9231845450659019)}",S,45.0,0.94
463,14:43:32,"[107, 67, 86, 25]","[7.0, 10.3, 16.0, 9.0]","{'N': np.float64(0.9433492595541779), 'S': np.float64(0.9439205730400722), 'E': np.float64(0.93264743651975), 'W': np.float64(0.8545953639433223)}",S,45.0,0.94
464,14:43:32,"[15, 35, 46, 27]","[37.2, 37.1, 19.3, 30.6]","{'N': np.float64(0.11745006725532811), 'S': np.float64(0.1915607864109648), 'E': np.float64(0.9332457508062301), 'W': np.float64(0.1314147037431339)}",E,45.0,0.93
465,14:43:32,"[62, 79, 38, 76]","[37.5, 5.8, 47.6, 3.4]","{'N': np.float64(0.9231507631412282), 'S': np.float64(0.9349245818299281), 'E': np.float64(0.13047177614866723), 'W': np.float64(0.9324823370908516)}",S,45.0,0.93
466,14:43:32,"[67, 85, 7, 100]","[3.5, 14.7, 22.3, 11.1]","{'N': np.float64(0.9264446840048133), 'S': np.float64(0.9357115317894494), 'E': np.float64(0.402956310417397), 'W': np.float64(0.9383145255133997)}",W,45.0,0.94
467,14:43:32,"[76, 96, 72, 42]","[9.7, 38.8, 6.5, 29.2]","{'N': np.float64(0.9436499795991684), 'S': np.float64(0.9364700993883976), 'E': np.float64(0.9432708849326226), 'W': np.float64(0.9305953072168972)}",N,45.0,0.94
468,14:43:33,"[116, 55, 82, 77]","[12.9, 14.3, 4.2, 2.4]","{'N': np.float64(0.9202743383371781), 'S': np.float64(0.9463007138980885), 'E': np.float64(0.9160962457450325), 'W': np.float64(0.9287131081683105)}",S,45.0,0.95
469,14:43:33,"[96, 86, 50, 80]","[4.4, 15.0, 8.6, 38.2]","{'N': np.float64(0.9305962996667273), 'S': np.float64(0.9439363377249219), 'E': np.float64(0.9431675022294004), 'W': np.float64(0.924363891856511)}",S,45.0,0.94
470,14:43:33,"[24, 10, 101, 114]","[26.2, 7.4, 28.1, 36.9]","{'N': np.float64(0.1622005334944267), 'S': np.float64(0.8537536145579213), 'E': np.float64(0.9040296248445945), 'W': np.float64(0.9200270734698229)}",W,45.0,0.92
471,14:43:33,"[7, 36, 9, 98]","[11.2, 47.4, 4.4, 6.0]","{'N': np.float64(0.8116934878423308), 'S': np.float64(0.1807106195604637), 'E': np.float64(0.8510629264389484), 'W': np.float64(0.9258660292668673)}",W,45.0,0.93
472,14:43:33,"[104, 102, 63, 52]","[45.2, 12.6, 38.0, 9.2]","{'N': np.float64(0.9320128818451923), 'S': np.float64(0.9348827088900307), 'E': np.float64(0.9175439935803543), 'W': np.float64(0.9440792110161855)}",W,45.0,0.94
473,14:43:33,"[80, 21, 63, 8]","[47.5, 23.7, 4.0, 16.9]","{'N': np.float64(0.9113314084362709), 'S': np.float64(0.25462051423107424), 'E': np.float64(0.9255658730175067), 'W': np.float64(0.6355013565927158)}",E,45.0,0.93
474,14:43:33,"[36, 102, 110, 117]","[18.9, 19.3, 15.5, 10.1]","{'N': np.float64(0.7677999676124028), 'S': np.float64(0.9148509625935975), 'E': np.float64(0.92550142061167), 'W': np.float64(0.9112709554260789)}",E,45.0,0.93
475,14:43:33,"[96, 91, 109, 56]","[4.6, 37.6, 10.1, 20.9]","{'N': np.float64(0.937286049020623), 'S': np.float64(0.9242061308959125), 'E': np.float64(0.9284587116512815), 'W': np.float64(0.9267997817716753)}",N,45.0,0.94
476,14:43:33,"[111, 117, 23, 95]","[23.1, 4.6, 7.0, 27.4]","{'N': np.float64(0.9155189477083587), 'S': np.float64(0.9372969062388268), 'E': np.float64(0.8940418612755526), 'W': np.float64(0.9330126258046068)}",S,45.0,0.94
477,14:43:33,"[20, 102, 60, 112]","[20.9, 37.4, 26.1, 21.4]","{'N': np.float64(0.7275678421639787), 'S': np.float64(0.9189305509721171), 'E': np.float64(0.9241433420771349), 'W': np.float64(0.9103613368404242)}",E,45.0,0.92
478,14:43:33,"[36, 79, 20, 18]","[6.7, 7.2, 12.5, 28.9]","{'N': np.float64(0.9022836020272661), 'S': np.float64(0.935349820717942), 'E': np.float64(0.7728907082923909), 'W': np.float64(0.1676932666135999)}",S,45.0,0.94
479,14:43:33,"[102, 82, 20, 86]","[3.7, 26.3, 38.7, 45.4]","{'N': np.float64(0.9376853168729236), 'S': np.float64(0.9231394687859416), 'E': np.float64(0.13912021365480895), 'W': np.float64(0.9227300433522231)}",N,45.0,0.94
480,14:43:33,"[35, 92, 111, 79]","[21.5, 39.7, 23.1, 17.7]","{'N': np.float64(0.5795960517508996), 'S': np.float64(0.9017458043284552), 'E': np.float64(0.9150472833223922), 'W': np.float64(0.9345407067388446)}",W,45.0,0.93
481,14:43:33,"[110, 83, 6, 18]","[35.7, 27.9, 15.0, 35.2]","{'N': np.float64(0.92605745813435), 'S': np.float64(0.924828676542466), 'E': np.float64(0.7996302606552997), 'W': np.float64(0.12107563812757029)}",N,45.0,0.93
482,14:43:34,"[36, 65, 30, 42]","[12.4, 12.9, 47.0, 6.3]","{'N': np.float64(0.8441534422972196), 'S': np.float64(0.9321755593826108), 'E': np.float64(0.11929768675822625), 'W': np.float64(0.9135824999850193)}",S,45.0,0.93
483,14:43:34,"[50, 15, 97, 50]","[18.4, 11.9, 43.7, 15.3]","{'N': np.float64(0.9293092923775701), 'S': np.float64(0.8646805552117676), 'E': np.float64(0.9242732875840356), 'W': np.float64(0.9245789486507128)}",N,45.0,0.93
484,14:43:34,"[28, 31, 50, 30]","[9.9, 28.8, 35.3, 5.0]","{'N': np.float64(0.8928910137268933), 'S': np.float64(0.1181729299198191), 'E': np.float64(0.9199678478937712), 'W': np.float64(0.8745665990098659)}",E,45.0,0.92
485,14:43:34,"[42, 114, 31, 95]","[49.3, 34.2, 31.8, 12.1]","{'N': np.float64(0.9336877101153043), 'S': np.float64(0.9133484622165406), 'E': np.float64(0.10318824213324847), 'W': np.float64(0.9367978158741774)}",W,45.0,0.94
486,14:43:34,"[64, 7, 105, 118]","[45.3, 4.8, 19.5, 31.3]","{'N': np.float64(0.9121701597813267), 'S': np.float64(0.806310520539842), 'E': np.float64(0.9131836822122963), 'W': np.float64(0.9037697579652646)}",E,45.0,0.91
487,14:43:34,"[24, 108, 37, 104]","[27.6, 12.8, 4.2, 45.5]","{'N': np.float64(0.1537269209377488), 'S': np.float64(0.9450883485720031), 'E': np.float64(0.8829823384364994), 'W': np.float64(0.9245656297037624)}",S,45.0,0.95
488,14:43:34,"[119, 82, 5, 6]","[11.3, 32.3, 17.1, 44.7]","{'N': np.float64(0.9142637954676369), 'S': np.float64(0.8848940165285036), 'E': np.float64(0.5627006423190356), 'W': np.float64(0.14624662068568425)}",N,45.0,0.91
489,14:43:34,"[105, 118, 49, 58]","[20.6, 18.1, 31.8, 13.9]","{'N': np.float64(0.9096124161636421), 'S': np.float64(0.9383885555474478), 'E': np.float64(0.9252310063911164), 'W': np.float64(0.9405486713664482)}",W,45.0,0.94
490,14:43:34,"[96, 35, 83, 79]","[46.0, 23.2, 28.5, 37.8]","{'N': np.float64(0.9306291592854868), 'S': np.float64(0.33558539102824214), 'E': np.float64(0.9203062739289425), 'W': np.float64(0.9270347090050987)}",N,45.0,0.93
491,14:43:34,"[91, 86, 68, 24]","[35.4, 2.6, 28.1, 35.3]","{'N': np.float64(0.9405734246103257), 'S': np.float64(0.9343849183291439), 'E': np.float64(0.9356160205833632), 'W': np.float64(0.12256191127242552)}",N,45.0,0.94
492,14:43:34,"[24, 52, 73, 111]","[17.0, 32.8, 32.2, 8.6]","{'N': np.float64(0.7179311634563894), 'S': np.float64(0.9277185126112759), 'E': np.float64(0.9352510311985853), 'W': np.float64(0.9346494186403462)}",E,45.0,0.94
493,14:43:34,"[9, 63, 106, 62]","[38.1, 17.2, 32.9, 44.3]","{'N': np.float64(0.11225446281304109), 'S': np.float64(0.9346780310070951), 'E': np.float64(0.9277822600965772), 'W': np.float64(0.9315160462069076)}",S,45.0,0.93
494,14:43:35,"[45, 116, 109, 116]","[22.7, 37.1, 21.3, 3.9]","{'N': np.float64(0.9054001047763857), 'S': np.float64(0.9101268338133245), 'E': np.float64(0.9095612188078911), 'W': np.float64(0.9101754241048267)}",W,45.0,0.91
495,14:43:35,"[29, 113, 52, 54]","[31.9, 32.8, 15.0, 28.0]","{'N': np.float64(0.10606439967747412), 'S': np.float64(0.927300329540797), 'E': np.float64(0.9382681937713864), 'W': np.float64(0.9253452215316675)}",E,45.0,0.94
496,14:43:35,"[117, 94, 19, 91]","[2.3, 47.3, 31.8, 17.6]","{'N': np.float64(0.9341303064811735), 'S': np.float64(0.9066204266328498), 'E': np.float64(0.14378969370240977), 'W': np.float64(0.927110498535112)}",N,45.0,0.93
497,14:43:35,"[100, 10, 11, 30]","[45.2, 34.5, 47.2, 16.3]","{'N': np.float64(0.9044620699313445), 'S': np.float64(0.1348780787699379), 'E': np.float64(0.15505910170288364), 'W': np.float64(0.6404786777167135)}",N,45.0,0.9
498,14:43:35,"[7, 23, 82, 88]","[32.6, 26.8, 37.7, 27.7]","{'N': np.float64(0.12180012898242215), 'S': np.float64(0.23797627204442046), 'E': np.float64(0.8951323331301141), 'W': np.float64(0.91950813307783)}",W,45.0,0.92
499,14:43:35,"[18, 27, 112, 71]","[5.2, 42.7, 27.4, 47.6]","{'N': np.float64(0.8804719499327472), 'S': np.float64(0.10919180344763724), 'E': np.float64(0.9303146969711488), 'W': np.float64(0.9080941294799707)}",E,45.0,0.93
500,14:43:35,"[76, 70, 16, 97]","[19.1, 7.2, 49.6, 6.6]","{'N': np.float64(0.9338764085824228), 'S': np.float64(0.9421052191459476), 'E': np.float64(0.1197148543204726), 'W': np.float64(0.9398591605321583)}",S,45.0,0.94
501,14:43:35,"[57, 77, 8, 106]","[3.6, 4.4, 27.0, 38.4]","{'N': np.float64(0.9209516584934799), 'S': np.float64(0.9359377939209177), 'E': np.float64(0.1872642602870244), 'W': np.float64(0.9334563312658116)}",S,45.0,0.94
502,14:43:35,"[12, 55, 94, 105]","[49.5, 45.7, 42.4, 7.0]","{'N': np.float64(0.08075644050748473), 'S': np.float64(0.9185187768022804), 'E': np.float64(0.9196953385476352), 'W': np.float64(0.9259467312635183)}",W,45.0,0.93
503,14:43:35,"[33, 64, 36, 115]","[47.0, 21.8, 23.7, 11.1]","{'N': np.float64(0.11427247963189281), 'S': np.float64(0.9138970312280164), 'E': np.float64(0.2982971768906687), 'W': np.float64(0.9243977314840087)}",W,45.0,0.92
504,14:43:35,"[45, 69, 5, 83]","[18.2, 49.3, 12.7, 26.4]","{'N': np.float64(0.9122976530224662), 'S': np.float64(0.9107448261756199), 'E': np.float64(0.8189819792750207), 'W': np.float64(0.9063542759936518)}",N,45.0,0.91
505,14:43:35,"[25, 47, 49, 104]","[9.6, 14.8, 19.7, 17.6]","{'N': np.float64(0.8665357542749029), 'S': np.float64(0.9399610775506934), 'E': np.float64(0.9422482918959787), 'W': np.float64(0.935416634025584)}",E,45.0,0.94
506,14:43:35,"[86, 92, 77, 92]","[36.7, 23.5, 48.5, 8.0]","{'N': np.float64(0.9270030356469774), 'S': np.float64(0.9290652615781115), 'E': np.float64(0.9293107035459762), 'W': np.float64(0.9347511078847793)}",W,45.0,0.93
507,14:43:36,"[103, 43, 15, 61]","[13.7, 27.6, 5.7, 13.9]","{'N': np.float64(0.9301468647518945), 'S': np.float64(0.9058111538137466), 'E': np.float64(0.866708937077341), 'W': np.float64(0.9293411851057346)}",N,45.0,0.93
508,14:43:36,"[89, 73, 67, 46]","[2.9, 26.6, 25.0, 28.2]","{'N': np.float64(0.946986698361456), 'S': np.float64(0.9201596738861323), 'E': np.float64(0.9324662094610215), 'W': np.float64(0.9327812193073709)}",N,45.0,0.95
509,14:43:36,"[75, 28, 72, 25]","[29.2, 22.6, 11.9, 34.6]","{'N': np.float64(0.935171946638247), 'S': np.float64(0.39069154164156183), 'E': np.float64(0.9408558068940742), 'W': np.float64(0.10777953652400071)}",E,45.0,0.94
1,17:54:54,"[84, 46, 88, 14]","[24.3, 25.0, 22.0, 22.4]","{'N': np.float64(0.9165509058914613), 'S': np.float64(0.9195693223072949), 'E': np.float64(0.9322559703175386), 'W': np.float64(0.5106379725484045)}",E,45.0,0.93
2,17:54:56,"[79, 71, 17, 41]","[32.9, 31.9, 35.2, 40.5]","{'N': np.float64(0.9274486374960059), 'S': np.float64(0.9268897301149766), 'E': np.float64(0.11181938428459222), 'W': np.float64(0.928430887980544)}",W,45.0,0.93
3,17:54:58,"[5, 58, 34, 100]","[45.6, 17.2, 12.2, 49.7]","{'N': np.float64(0.10192020225645462), 'S': np.float64(0.889104792693033), 'E': np.float64(0.7635075544440643), 'W': np.float64(0.9273363219863885)}",W,45.0,0.93
4,17:55:00,"[81, 8, 26, 81]","[28.3, 45.5, 10.3, 2.4]","{'N': np.float64(0.9088513755919945), 'S': np.float64(0.11222999971989116), 'E': np.float64(0.852627173798795), 'W': np.float64(0.9461857860647407)}",W,45.0,0.95
5,17:55:02,"[5, 45, 99, 90]","[27.9, 34.0, 11.1, 18.9]","{'N': np.float64(0.11221198258662383), 'S': np.float64(0.9166328875016726), 'E': np.float64(0.9227996201954756), 'W': np.float64(0.9140574317900325)}",E,45.0,0.92
6,17:55:04,"[38, 91, 109, 57]","[30.9, 47.0, 14.2, 27.7]","{'N': np.float64(0.11909327221401604), 'S': np.float64(0.9263999955230338), 'E': np.float64(0.9488096074053436), 'W': np.float64(0.9338355523664496)}",E,45.0,0.95
